,origin_id,northing,easting,geometry,population
112,E01028586,205333.08971607382,452722.413840748,POINT (452722.413840748 205333.08971607382),8421
113,E01028587,205431.75461618212,452928.0005408919,POINT (452928.0005408919 205431.75461618212),9471
114,E01028588,205710.13641634455,452555.10404070636,POINT (452555.10404070636 205710.13641634455),9140
115,E01028591,209276.12411892548,450901.67444026173,POINT (450901.67444026173 209276.12411892548),6482
116,E01028592,208955.93371862388,450604.10064002406,POINT (450604.10064002406 208955.93371862388),8608
117,E01028594,210394.1610196873,450077.27043992945,POINT (450077.27043992945 210394.1610196873),7962
118,E01028595,209734.1649189808,448973.83133913245,POINT (448973.83133913245 209734.1649189808),8625
119,E01028596,209796.2757191831,449917.6610397325,POINT (449917.6610397325 209796.2757191831),7150
120,E01028597,210405.01781979355,450688.3867403127,POINT (450688.3867403127 210405.01781979355),7726
121,E01028598,201272.25731608504,472224.2465519599,POINT (472224.2465519599 201272.25731608504),12684
122,E01028599,191834.70090686117,461673.90514398203,POINT (461673.90514398203 191834.70090686117),10981
123,E01028600,192092.0336071453,462141.45074431034,POINT (462141.45074431034 192092.0336071453),7239
124,E01028601,191047.5313065991,463776.22234512324,POINT (463776.22234512324 191047.5313065991),8488
125,E01028602,191100.01950663654,463742.746745112,POINT (463742.746745112 191100.01950663654),6184
126,E01028603,198205.83371165092,460238.6366441892,POINT (460238.6366441892 198205.83371165092),7115
127,E01028604,196413.86980977596,457509.5619422156,POINT (457509.5619422156 196413.86980977596),8000
128,E01028605,196285.65220961976,457183.9700419941,POINT (457183.9700419941 196285.65220961976),7638
129,E01028606,193601.809907834,459184.31914276525,POINT (459184.31914276525 193601.809907834),8688
130,E01028607,193507.8617069979,454659.6704399725,POINT (454659.6704399725 193507.8617069979),7612
131,E01028608,190992.87480562,458252.404341751,POINT (458252.404341751 190992.87480562),6697
132,E01028609,196812.78021117183,463959.56884621945,POINT (463959.56884621945 196812.78021117183),7102
133,E01028610,197129.3223113438,463495.0562459912,POINT (463495.0562459912 197129.3223113438),7358
134,E01028617,188896.391304321,460321.5195426551,POINT (460321.5195426551 188896.391304321),10492
135,E01028619,186347.9201020567,458794.9219412859,POINT (458794.9219412859 186347.9201020567),9160
136,E01028622,190348.84370392998,451244.4552373284,POINT (451244.4552373284 190348.84370392998),10160
137,E01028623,190282.35270406707,452380.1037380196,POINT (452380.1037380196 190282.35270406707),8013
138,E01028624,189998.3443036466,451208.5177372468,POINT (451208.5177372468 189998.3443036466),11425
139,E01028625,190766.57440453034,452868.9580384037,POINT (452868.9580384037 190766.57440453034),9714
140,E01028626,191434.55800502305,452645.76223837904,POINT (452645.76223837904 191434.55800502305),7886
141,E01028627,191004.75110478338,453239.2494386726,POINT (453239.2494386726 191004.75110478338),7032
142,E01028628,190725.4809046348,453673.27363889304,POINT (453673.27363889304 190725.4809046348),9452
143,E01028629,190423.71660434105,453343.3877386383,POINT (453343.3877386383 190423.71660434105),7044
144,E01028630,189503.94740365742,453588.1188386329,POINT (453588.1188386329 189503.94740365742),7397
145,E01028631,189838.86020381958,452989.70923832076,POINT (452989.70923832076 189838.86020381958),5871
146,E01028632,189642.06670361361,452694.05503810477,POINT (452694.05503810477 189642.06670361361),7480
147,E01028633,189746.14900380844,453353.2621385293,POINT (453353.2621385293 189746.14900380844),7388
148,E01028634,189077.14630302548,451847.99403748615,POINT (451847.99403748615 189077.14630302548),6386
149,E01028635,189121.7273031614,452439.5856378592,POINT (452439.5856378592 189121.7273031614),7963
150,E01028636,189625.47230351443,452180.1931377845,POINT (452180.1931377845 189625.47230351443),6643
151,E01028637,189358.16280319053,451499.85553731857,POINT (451499.85553731857 189358.16280319053),10901
152,E01028638,209703.7242201912,456588.57974386,POINT (456588.57974386 209703.7242201912),7723
153,E01028639,206721.81411828793,459506.1301451642,POINT (459506.1301451642 206721.81411828793),7254
154,E01028640,202767.91971491196,458107.2778436482,POINT (458107.2778436482 202767.91971491196),7229
155,E01028641,201860.66311406152,457312.1379430081,POINT (457312.1379430081 201860.66311406152),6020
156,E01028646,202787.7891157717,463199.418146766,POINT (463199.418146766 202787.7891157717),5989
157,E01028647,204600.02621745202,464660.2141479584,POINT (464660.2141479584 204600.02621745202),8174
158,E01028649,188103.59580290853,455707.65883969783,POINT (455707.65883969783 188103.59580290853),7732
159,E01028657,201935.69191347464,453397.03314060444,POINT (453397.03314060444 201935.69191347464),5981
160,E01028658,195892.60100887954,454613.91464034637,POINT (454613.91464034637 195892.60100887954),6575
161,E01028666,206123.81411972299,471039.87825207005,POINT (471039.87825207005 206123.81411972299),7353
162,E01028667,206089.55091978487,471585.03585239174,POINT (471585.03585239174 206089.55091978487),6555
163,E01028668,205899.31151959125,471327.454952205,POINT (471327.454952205 205899.31151959125),6428
164,E01028669,206423.21981991723,470784.3110519667,POINT (470784.3110519667 206423.21981991723),6640
165,E01028670,205537.26431934885,471593.8568523041,POINT (471593.8568523041 205537.26431934885),7410
166,E01028671,205541.9928192066,470711.63545177475,POINT (470711.63545177475 205541.9928192066),8302
167,E01028672,205686.0276192269,470145.32845145825,POINT (470145.32845145825 205686.0276192269),13766
168,E01028673,205119.47131895466,471207.2846520014,POINT (471207.2846520014 205119.47131895466),10458
169,E01028674,189838.7163049752,459818.13894250995,POINT (459818.13894250995 189838.7163049752),6828
170,E01028675,190089.24860526476,460342.8299428727,POINT (460342.8299428727 190089.24860526476),6986
171,E01028676,189561.657404817,460159.8810426708,POINT (460159.8810426708 189561.657404817),11570
172,E01028677,189291.00870468328,460627.6075429093,POINT (460627.6075429093 189291.00870468328),7245
173,E01028679,195215.88941078924,469139.31884907477,POINT (469139.31884907477 195215.88941078924),10876
174,E01028680,194512.62221016153,468686.26444868173,POINT (468686.26444868173 194512.62221016153),8970
175,E01028681,205615.95681730984,458896.4496446066,POINT (458896.4496446066 205615.95681730984),6511
176,E01028682,205481.00621742365,460251.3987454152,POINT (460251.3987454152 205481.00621742365),6239
177,E01028683,204883.40731647983,457408.5834435703,POINT (457408.5834435703 204883.40731647983),7431
178,E01028684,205602.39881741826,459624.78944505134,POINT (459624.78944505134 205602.39881741826),7019
179,E01028688,197557.44180953602,450619.3049381528,POINT (450619.3049381528 197557.44180953602),5664
180,E01028689,197805.97300980275,451049.18153846124,POINT (451049.18153846124 197805.97300980275),7096
181,E01028690,195926.96330805315,449496.64293718245,POINT (449496.64293718245 195926.96330805315),7764
182,E01028691,195937.34290794423,448782.0613367394,POINT (448782.0613367394 195937.34290794423),8844
183,E01028692,196239.73620824824,449172.20143703284,POINT (449172.20143703284 196239.73620824824),7196
184,E01028693,199130.18261072173,450242.1407381804,POINT (450242.1407381804 199130.18261072173),7595
185,E01028694,199076.99431060452,449782.7879378857,POINT (449782.7879378857 199076.99431060452),7083
186,E01028695,198607.78191020375,449616.2073377039,POINT (449616.2073377039 198607.78191020375),8037
187,E01028696,197658.61990937823,449186.51143727836,POINT (449186.51143727836 197658.61990937823),7219
188,E01028697,198156.04070976004,449101.53133730823,POINT (449101.53133730823 198156.04070976004),8059
189,E01028698,197206.361308949,448765.67173694086,POINT (448765.67173694086 197206.361308949),7123
190,E01028699,198008.41020984732,450344.81363805744,POINT (450344.81363805744 198008.41020984732),8012
191,E01028700,198044.46110978298,449787.7222377169,POINT (449787.7222377169 198044.46110978298),8454
192,E01028701,198782.3396104994,450562.79813832184,POINT (450562.79813832184 198782.3396104994),7968
193,E01028702,196415.73420826672,448439.9949366061,POINT (448439.9949366061 196415.73420826672),6028
194,E01028703,196836.18060868676,448958.12873699906,POINT (448958.12873699906 196836.18060868676),8666
195,E01028704,196592.59310854174,449256.085737144,POINT (449256.085737144 196592.59310854174),9333
196,E01028705,198426.6061103366,451286.9978387124,POINT (451286.9978387124 198426.6061103366),5941
197,E01028706,198427.08091027255,450908.77473847766,POINT (450908.77473847766 198427.08091027255),6947
198,E01028707,198862.6980106319,450986.00543859816,POINT (450986.00543859816 198862.6980106319),7030
199,E01028708,205696.30031547596,447290.43273742043,POINT (447290.43273742043 205696.30031547596),9449
200,E01028709,205946.55731576978,447872.0044378255,POINT (447872.0044378255 205946.55731576978),9930
201,E01028710,204451.99851446628,447196.0155371576,POINT (447196.0155371576 204451.99851446628),10607
202,E01028711,201871.00401196233,444487.44833503454,POINT (444487.44833503454 201871.00401196233),8519
203,E01028712,185922.66350077454,453222.5576377962,POINT (453222.5576377962 185922.66350077454),10822
204,E01028726,193396.50160476746,441789.82563193626,POINT (441789.82563193626 193396.50160476746),14928
205,E01028728,189140.9095026303,449204.11133585876,POINT (449204.11133585876 189140.9095026303),6504
206,E01028730,188615.5658015422,445186.1513332663,POINT (445186.1513332663 188615.5658015422),8066
207,E01028731,191846.59520434588,446661.9235347321,POINT (446661.9235347321 191846.59520434588),10885
208,E01028732,191111.79950400698,448119.94813551754,POINT (448119.94813551754 191111.79950400698),9200
209,E01028733,202264.29481350677,451992.1330397879,POINT (451992.1330397879 202264.29481350677),6877
210,E01028734,202742.20401388948,452016.0679398819,POINT (452016.0679398819 202742.20401388948),7861
211,E01028735,201716.96641313192,452384.00743994035,POINT (452384.00743994035 201716.96641313192),8325
212,E01028737,197476.9014071687,436618.20142933715,POINT (436618.20142933715 197476.9014071687),12028
213,E01028738,198822.03581014648,448234.6313368784,POINT (448234.6313368784 198822.03581014648),10227
214,E01028739,196979.85160825466,445640.1825349503,POINT (445640.1825349503 196979.85160825466),12589
215,E01028740,205540.68641556817,448613.9672382231,POINT (448613.9672382231 205540.68641556817),8296
216,E01028741,205312.65061544458,448979.03123841394,POINT (448979.03123841394 205312.65061544458),10448
217,E01028742,206089.91271597706,448438.23103820323,POINT (448438.23103820323 206089.91271597706),10661
218,E01028743,199680.58071144,451950.1254393328,POINT (451950.1254393328 199680.58071144),8597
219,E01028744,198949.63731091644,452281.5225394165,POINT (452281.5225394165 198949.63731091644),7046
220,E01028750,200620.74661149806,447754.03243687615,POINT (447754.03243687615 200620.74661149806),6710
221,E01028751,201522.77491246094,449245.4849379563,POINT (449245.4849379563 201522.77491246094),7892
222,E01028752,201224.08121188649,447174.9538366136,POINT (447174.9538366136 201224.08121188649),8305
223,E01028753,192861.91250565642,449693.05113679054,POINT (449693.05113679054 192861.91250565642),8890
224,E01028754,193932.46300664725,450553.27663750475,POINT (450553.27663750475 193932.46300664725),8514
225,E01028777,219493.8914247711,435860.79693238344,POINT (435860.79693238344 219493.8914247711),6112
226,E01028778,219497.4673248072,436059.1625325112,POINT (436059.1625325112 219497.4673248072),7430
227,E01028779,216570.1204224361,436083.2791320665,POINT (436083.2791320665 216570.1204224361),5750
228,E01028784,207864.27411530004,435386.54263023625,POINT (435386.54263023625 207864.27411530004),13364
229,E01028785,209685.98551803798,443348.95023558935,POINT (443348.95023558935 209685.98551803798),7770
230,E01028786,209701.55881796748,442842.81273527216,POINT (442842.81273527216 209701.55881796748),7234
231,E01028787,209406.77801769774,442627.2565350883,POINT (442627.2565350883 209406.77801769774),7564
232,E01028788,209569.7531180106,443760.9877358307,POINT (443760.9877358307 209569.7531180106),10101
233,E01028789,214209.50242139836,441574.172935192,POINT (441574.172935192 214209.50242139836),9877
234,E01028790,213841.45212116453,441985.21583539393,POINT (441985.21583539393 213841.45212116453),8079
235,E01028791,212963.62402033358,441211.1147347627,POINT (441211.1147347627 212963.62402033358),8021
236,E01028792,213327.3406197182,435465.8224311583,POINT (435465.8224311583 213327.3406197182),5597
237,E01028799,212940.99581991893,438709.5795331689,POINT (438709.5795331689 212940.99581991893),10895
238,E01028800,205730.39171450527,441120.40593354026,POINT (441120.40593354026 205730.39171450527),7805
239,E01028801,203010.75531122036,434278.30542874587,POINT (434278.30542874587 203010.75531122036),7602
240,E01028802,203170.18091222562,439720.6566322375,POINT (439720.6566322375 203170.18091222562),8121
241,E01028804,217143.15012345166,439583.6749343929,POINT (439583.6749343929 217143.15012345166),7112
242,E01028806,225885.38923116028,443572.8970383028,POINT (443572.8970383028 225885.38923116028),9691
243,E01028807,210151.2996171441,435404.80473061383,POINT (435404.80473061383 210151.2996171441),11006
244,E01028808,210246.06341711624,434754.84963021276,POINT (434754.84963021276 210246.06341711624),12113
245,E01028809,209854.28941673634,434339.7864298844,POINT (434339.7864298844 209854.28941673634),7059
246,E01028810,209238.77581659198,436556.96973120444,POINT (436556.96973120444 209238.77581659198),6512
247,E01028811,209707.698216972,436556.16543127893,POINT (436556.16543127893 209707.698216972),6887
248,E01028813,210956.11331783264,435651.5658309001,POINT (435651.5658309001 210956.11331783264),6510
249,E01028814,210662.459917604,435704.56703088724,POINT (435704.56703088724 210662.459917604),7075
250,E01028815,210882.2276178688,436252.4329312726,POINT (436252.4329312726 210882.2276178688),5995
251,E01028816,209140.50821623404,434796.0543300627,POINT (434796.0543300627 209140.50821623404),6460
252,E01028817,209099.04211615422,434513.82992987527,POINT (434513.82992987527 209099.04211615422),7114
253,E01028818,209449.93411657156,435354.95353046997,POINT (435354.95353046997 209449.93411657156),8362
254,E01028819,209472.7936165518,435110.85163031734,POINT (435110.85163031734 209472.7936165518),9646
255,E01028820,209542.13921636489,433581.3017293481,POINT (433581.3017293481 209542.13921636489),16267
256,E01028821,209521.5933164223,434057.28002965014,POINT (434057.28002965014 209521.5933164223),6971
257,E01028822,209064.21791605925,434101.31482960546,POINT (434101.31482960546 209064.21791605925),7395
258,E01028823,216814.7462239673,444537.82283748325,POINT (444537.82283748325 216814.7462239673),6613
259,E01028824,216966.47912418022,445100.1639378625,POINT (445100.1639378625 216966.47912418022),9449
260,E01028825,215129.08392267703,444964.68813748367,POINT (444964.68813748367 215129.08392267703),7241
261,E01032554,209620.93761916738,450683.3738401819,POINT (450683.3738401819 209620.93761916738),11368
262,E01032555,210008.8807194943,450786.4547403094,POINT (450786.4547403094 210008.8807194943),9603
263,E01032947,210533.02561770263,436981.6284316826,POINT (436981.6284316826 210533.02561770263),9400
264,E01032948,210784.05381788936,436878.9911316572,POINT (436878.9911316572 210784.05381788936),9720
265,E01032952,210138.1832172512,436134.3524310783,POINT (436134.3524310783 210138.1832172512),6883
266,E01033305,197374.38510929875,450073.8202377832,POINT (450073.8202377832 197374.38510929875),6532
267,E01033306,197188.9905090991,449763.2887375591,POINT (449763.2887375591 197188.9905090991),9117
268,E01034751,217623.04502388334,439868.91973465047,POINT (439868.91973465047 217623.04502388334),7661
269,E01035730,225598.58063209732,451073.2702429868,POINT (451073.2702429868 225598.58063209732),9394
270,E01035731,225373.44553193077,451186.00084302196,POINT (451186.00084302196 225373.44553193077),7591
271,E01035733,220359.96832916432,459269.17054724647,POINT (459269.17054724647 220359.96832916432),9862
272,E01035734,219742.8220288781,460577.6635479528,POINT (460577.6635479528 219742.8220288781),6556
273,E01035735,222475.1317307226,458350.6736470191,POINT (458350.6736470191 222475.1317307226),8600
274,E01035736,222033.80393023568,457528.2262464397,POINT (457528.2262464397 222033.80393023568),6910
275,E01035737,222312.4049303601,456909.6309461013,POINT (456909.6309461013 222312.4049303601),11529
276,E01035738,221947.61793010542,457161.48334619886,POINT (457161.48334619886 221947.61793010542),8561
277,E01035739,221290.07402938145,455919.92644532403,POINT (455919.92644532403 221290.07402938145),8914
278,E01035740,208262.88941813953,451042.6418401842,POINT (451042.6418401842 208262.88941813953),12866
279,E01035741,207556.5172175801,451088.05494009703,POINT (451088.05494009703 207556.5172175801),11443
280,E01035742,207214.2626172605,450814.3752398705,POINT (450814.3752398705 207214.2626172605),11289
281,E01035743,204836.37751581642,453586.1892412018,POINT (453586.1892412018 204836.37751581642),8091
282,E01035744,204551.80171568872,454199.20314153447,POINT (454199.20314153447 204551.80171568872),7125
283,E01035745,190763.24910429935,451493.17863755266,POINT (451493.17863755266 190763.24910429935),9567
284,E01035746,190612.71370408376,450920.0894371722,POINT (450920.0894371722 190612.71370408376),9481
285,E01035747,189203.24110477162,461558.22204346035,POINT (461558.22204346035 189203.24110477162),6022
286,E01035749,189282.01150304818,451018.63113700785,POINT (451018.63113700785 189282.01150304818),14730
287,E01035750,188534.1801027275,452622.274937872,POINT (452622.274937872 188534.1801027275),5735
288,E01035753,198346.01060842117,440036.87103164854,POINT (440036.87103164854 198346.01060842117),11089
289,E01035754,198081.814108214,440059.6108316195,POINT (440059.6108316195 198081.814108214),9593
290,E01035755,194380.89860651636,447631.8132357622,POINT (447631.8132357622 194380.89860651636),7990
291,E01035756,194000.25040623167,447723.89973575587,POINT (447723.89973575587 194000.25040623167),7815
292,E01035759,189763.48060311406,449150.3221359307,POINT (449150.3221359307 189763.48060311406),7763
293,E01035760,189927.03890349838,450655.2829368921,POINT (450655.2829368921 189927.03890349838),8432
294,E01035761,189448.50610284135,449011.4246357911,POINT (449011.4246357911 189448.50610284135),8569
295,E01035762,220680.52952765062,448106.06554034655,POINT (448106.06554034655 220680.52952765062),7421
